"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Oscar Gonzalez","CLE","32","130","2","12","14","0","3.8%","21.5%",".146",".351",".285",".315",".431",".323","","112","0.6","2.3","0.1","0.7","20970"
"Eric Hosmer","SDP","70","289","6","27","32","0","8.3%","17.0%",".121",".319",".277",".336",".398",".317","","106","-2.3","-0.2","-3.6","0.6","3516"
"Taylor Trammell","SEA","32","94","3","14","9","2","11.7%","25.5%",".222",".291",".235",".323",".457",".337","","127","-0.3","2.5","0.7","0.6","19960"
"Kyle Farmer","CIN","65","259","5","27","39","4","6.6%","14.3%",".134",".311",".280",".341",".414",".331","","107","-3.6","-1.5","-1.4","0.6","14813"
"Brandon Crawford","SFG","63","243","5","26","30","1","8.6%","20.6%",".126",".269",".224",".313",".350",".295","","90","0.8","-2.0","-0.3","0.6","5343"
"Elvis Andrus","OAK","72","262","4","27","17","4","8.0%","14.9%",".125",".259",".229",".294",".354",".288","","91","0.9","-1.8","-0.3","0.6","8709"
"Tyrone Taylor","MIL","61","230","9","22","32","1","5.2%","22.6%",".196",".253",".224",".274",".421",".301","","90","1.0","-1.7","-0.3","0.6","13675"
"Owen Miller","CLE","66","259","4","33","33","1","7.3%","19.7%",".135",".286",".245",".301",".380",".295","","92","1.5","-1.0","-1.1","0.6","24655"
"Seiya Suzuki","CHC","41","163","4","20","21","3","12.9%","30.1%",".187",".341",".245",".344",".432",".335","","113","-0.4","2.2","-1.8","0.6","30116"
"Andrew Vaughn","CHW","56","239","7","25","33","0","7.1%","17.2%",".158",".345",".307",".360",".465",".358","","137","-0.3","9.7","-11.2","0.6","26197"
"Marwin Gonzalez","NYY","43","102","3","11","9","0","5.9%","25.5%",".170",".318",".255",".304",".426",".316","","108","0.1","1.0","1.8","0.6","5497"
"Roberto Perez","PIT","21","69","2","8","8","0","13.0%","36.2%",".133",".364",".233",".333",".367",".315","","102","-0.3","-0.1","3.7","0.6","2900"
"Charlie Blackmon","COL","67","299","12","38","41","2","6.4%","16.4%",".194",".286",".267",".319",".462",".338","","103","0.8","1.8","-6.3","0.6","7859"
"Eduardo Escobar","NYM","69","290","6","30","30","0","8.3%","25.5%",".153",".280",".222",".283",".375",".287","","88","2.7","-1.4","-2.9","0.6","6153"
"Tucupita Marcano","PIT","19","68","2","9","5","1","7.4%","23.5%",".148",".326",".262",".318",".410",".320","","105","0.3","0.7","2.7","0.6","22871"
"Anthony Santander","BAL","70","295","14","33","39","0","10.5%","21.0%",".188",".253",".235",".329",".424",".330","","115","-1.1","3.8","-7.3","0.6","14551"
"Gilberto Celestino","MIN","51","146","0","13","6","0","6.8%","21.2%",".061",".376",".288",".347",".348",".312","","104","-1.8","-1.1","2.1","0.6","20233"
"Max Muncy","LAD","60","245","6","28","21","0","18.4%","21.6%",".131",".193",".166",".322",".296",".288","","86","0.5","-3.6","0.5","0.6","13301"
"Johan Camargo","PHI","47","153","3","8","15","0","8.5%","21.6%",".086",".282",".230",".296",".317",".276","","74","1.1","-3.7","3.7","0.6","14950"
"Jason Vosler","SFG","17","58","4","9","8","1","10.3%","25.9%",".275",".333",".294",".362",".569",".390","","154","-0.3","3.4","-0.2","0.5","16686"
"Nomar Mazara","SDP","23","76","2","9","13","0","7.9%","19.7%",".145",".365",".304",".368",".449",".359","","134","-0.3","2.8","-0.3","0.5","14553"
"Danny Jansen","TOR","19","62","7","9","13","0","4.8%","16.1%",".393",".150",".232",".290",".625",".382","","150","0.0","3.4","-0.2","0.5","16535"
"Yonathan Daza","COL","62","217","0","28","17","0","7.4%","11.5%",".056",".347",".306",".364",".362",".324","","94","-1.1","-2.7","0.3","0.5","15794"
"Ben Gamel","PIT","45","160","3","20","17","3","12.5%","23.1%",".129",".330",".257",".350",".386",".328","","111","1.4","3.5","-4.0","0.5","12160"
"Randy Arozarena","TBR","73","304","7","33","33","17","5.3%","24.7%",".146",".320",".253",".306",".399",".306","","106","-2.9","-0.9","-3.5","0.5","19290"
"Kole Calhoun","TEX","68","253","8","26","32","2","5.9%","24.1%",".163",".289",".240",".292",".403",".303","","99","0.3","0.0","-2.9","0.5","11200"
"Tyler Naquin","CIN","39","150","5","22","22","3","6.7%","24.7%",".204",".316",".255",".315",".460",".334","","108","1.5","3.0","-3.2","0.5","13359"
"Chas McCormick","HOU","51","176","6","17","16","1","9.1%","25.0%",".171",".257",".215",".290",".386",".297","","96","-0.6","-1.3","0.8","0.5","19599"
"Tom Murphy","SEA","14","42","1","9","1","0","19.0%","31.0%",".152",".474",".303",".439",".455",".398","","170","-0.5","2.8","0.8","0.5","13499"
"Juan Yepez","STL","49","177","9","21","24","0","6.2%","22.0%",".228",".316",".284",".328",".512",".358","","134","-0.4","6.7","-8.0","0.5","18400"
"Matt Reynolds","- - -","50","152","3","19","14","4","9.2%","25.0%",".117",".320",".248",".316",".365",".302","","87","0.5","-1.8","1.4","0.5","13788"
"Christian Bethancourt","OAK","52","167","4","22","18","4","4.8%","22.8%",".146",".296",".242",".283",".389",".294","","95","-0.6","-1.5","1.2","0.5","10028"
"Ramon Urias","BAL","49","188","6","22","18","0","5.9%","25.5%",".162",".273",".225",".273",".387",".287","","85","0.4","-2.9","1.8","0.5","18795"
"Jarren Duran","BOS","13","57","0","9","3","4","7.0%","19.3%",".173",".415",".327",".386",".500",".383","","150","0.4","3.6","-0.7","0.5","24617"
"Isiah Kiner-Falefa","NYY","68","254","0","36","18","11","6.3%","14.6%",".048",".305",".260",".312",".307",".275","","79","1.8","-4.3","1.1","0.5","16512"
"Aaron Hicks","NYY","67","235","3","24","18","7","14.0%","23.0%",".066",".284",".218",".338",".284",".287","","87","0.5","-2.9","0.2","0.5","5297"
"Didi Gregorius","PHI","40","151","0","14","12","0","6.6%","16.6%",".109",".319",".263",".325",".372",".308","","95","0.9","0.0","-0.6","0.5","6012"
"Mike Brosseau","MIL","33","85","4","8","10","1","11.8%","25.9%",".189",".354",".284",".376",".473",".373","","138","0.4","4.3","-2.7","0.5","19683"
"Nathaniel Lowe","TEX","69","278","10","30","32","1","6.8%","24.5%",".162",".343",".278",".327",".440",".334","","120","-0.9","5.5","-9.7","0.5","19566"
"Gio Urshela","MIN","72","272","7","30","33","0","7.4%","16.5%",".145",".285",".258",".309",".403",".310","","103","-3.8","-3.1","-0.9","0.5","10681"
"Royce Lewis","MIN","12","41","2","5","5","0","2.4%","12.2%",".250",".303",".300",".317",".550",".370","","145","0.2","2.3","1.0","0.5","20437"
"Javier Baez","DET","62","253","7","22","25","3","4.3%","23.7%",".159",".260",".218",".257",".377",".275","","78","-0.7","-7.0","3.6","0.5","12979"
"Nolan Gorman","STL","35","128","6","20","17","0","6.3%","31.3%",".195",".333",".254",".313",".449",".332","","116","-0.1","2.4","-2.4","0.5","22263"
"Brett Phillips","TBR","55","161","4","16","10","6","7.5%","41.6%",".110",".253",".159",".226",".269",".224","","47","2.8","-6.8","6.2","0.5","14735"
"Luis Garcia","WSN","27","107","2","12","11","0","0.9%","18.7%",".154",".386",".327",".336",".481",".351","","124","-0.9","2.1","-1.5","0.5","20391"
"Seby Zavala","CHW","14","43","1","5","8","0","4.7%","34.9%",".179",".417",".282",".310",".462",".329","","117","-0.1","0.7","2.3","0.5","18887"
"Jesus Sanchez","MIA","63","232","10","29","27","1","5.2%","29.3%",".203",".264",".217",".263",".419",".294","","91","-1.4","-3.8","0.1","0.5","19913"
"Adam Engel","CHW","56","158","1","18","10","9","6.3%","27.8%",".110",".337",".240",".297",".349",".284","","85","2.4","-0.2","-0.4","0.4","15082"
"Odubel Herrera","PHI","50","162","5","19","18","4","5.6%","20.4%",".171",".261",".230",".272",".401",".291","","84","0.1","-3.0","1.5","0.4","11476"
"Luke Voit","SDP","58","243","9","28","33","1","11.5%","33.3%",".189",".323",".231",".321",".420",".323","","110","-1.3","1.6","-6.0","0.4","14811"
"Jake McCarthy","ARI","31","86","3","16","9","1","5.8%","34.9%",".177",".326",".228",".282",".405",".300","","89","1.4","0.3","0.7","0.4","21622"
"Brandon Lowe","TBR","32","133","5","20","12","1","9.0%","25.6%",".203",".250",".212",".293",".415",".309","","107","1.0","2.1","-2.3","0.4","18882"
"Adam Duvall","ATL","75","285","10","35","31","0","7.4%","32.6%",".170",".272",".205",".270",".375",".283","","77","2.1","-5.6","-0.4","0.4","10950"
"Kolten Wong","MIL","55","219","5","29","18","8","10.0%","17.4%",".164",".262",".233",".324",".397",".318","","101","1.7","2.0","-5.9","0.4","12532"
"Josh Harrison","CHW","52","177","2","23","13","1","4.5%","16.9%",".114",".268",".228",".301",".342",".288","","88","-0.7","-3.2","1.4","0.4","8202"
"Jose Iglesias","COL","62","242","1","21","21","2","4.5%","10.3%",".084",".330",".296",".343",".381",".321","","92","-2.7","-5.1","0.5","0.4","10231"
"Nick Ahmed","ARI","17","54","3","7","7","0","3.7%","27.8%",".212",".265",".231",".259",".442",".302","","90","0.1","-0.6","2.4","0.4","12147"
"Reese McGuire","CHW","44","138","0","12","10","0","4.3%","17.4%",".056",".275",".226",".269",".282",".246","","58","-0.8","-7.3","6.7","0.4","15674"
"Curt Casali","SFG","39","120","4","13","14","0","11.7%","27.5%",".146",".309",".243",".333",".388",".320","","107","-0.3","0.7","-1.2","0.4","12510"
"Luis Rengifo","LAA","44","158","4","14","11","1","5.1%","16.5%",".150",".265",".238",".287",".388",".295","","92","0.4","-1.1","-0.2","0.4","19858"
"Justin Turner","LAD","70","289","6","33","41","1","9.3%","17.3%",".148",".254",".227",".298",".375",".294","","89","-0.8","-4.4","-2.1","0.4","5235"
"Kyle Garlick","MIN","33","81","6","12","15","0","7.4%","22.2%",".260",".280",".274",".333",".534",".371","","146","-0.3","3.9","-2.8","0.4","18063"
"Jake Burger","CHW","48","182","8","20","26","0","5.5%","30.8%",".210",".327",".251",".304",".461",".328","","116","-0.7","2.6","-4.8","0.4","22275"
"Mauricio Dubon","- - -","45","109","3","14","15","1","5.5%","4.6%",".131",".213",".232",".269",".364",".274","","78","-0.7","-3.5","3.4","0.4","16530"
"Ezequiel Duran","TEX","16","64","2","9","8","2","3.1%","26.6%",".177",".326",".258",".281",".435",".309","","103","0.6","0.7","0.7","0.4","23733"
"Trent Grisham","SDP","75","289","6","29","28","2","11.1%","25.6%",".130",".238",".186",".286",".316",".273","","76","1.9","-6.2","-0.4","0.4","18564"
"Edward Olivares","KCR","20","55","2","7","6","2","3.6%","21.8%",".192",".368",".308",".345",".500",".366","","140","1.3","3.8","-2.2","0.4","19698"
"Carlos Santana","- - -","55","223","4","18","21","0","17.0%","13.9%",".119",".233",".211",".345",".330",".309","","100","0.6","0.7","-4.3","0.3","2396"
"Josh Smith","TEX","12","41","0","5","0","2","17.1%","14.6%",".032",".320",".258",".439",".290",".352","","134","0.3","1.8","0.2","0.3","26396"
"P.J. Higgins","CHC","23","63","3","8","11","0","7.9%","15.9%",".232",".326",".304",".371",".536",".391","","151","-0.2","3.5","-2.5","0.3","18433"
"Orlando Arcia","ATL","30","110","3","9","14","0","8.2%","22.7%",".143",".333",".276",".336",".418",".330","","108","-0.4","0.7","-1.4","0.3","13185"
"Nick Allen","OAK","19","59","1","7","5","1","10.2%","16.9%",".135",".293",".250",".339",".385",".323","","116","0.1","1.1","0.1","0.3","22277"
"Gabriel Moreno","TOR","13","42","0","3","4","0","4.8%","4.8%",".025",".316",".300",".333",".325",".295","","88","-0.1","-0.6","2.2","0.3","22664"
"Aristides Aquino","CIN","31","90","3","10","7","2","3.3%","45.6%",".149",".279",".172",".200",".322",".227","","37","0.8","-6.0","5.8","0.3","15482"
"Ryan McKenna","BAL","49","79","0","10","4","1","5.1%","39.2%",".069",".405",".236",".291",".306",".262","","67","1.6","-1.3","1.7","0.3","19928"
"Cesar Hernandez","WSN","77","343","0","41","19","3","7.0%","17.5%",".067",".325",".264",".322",".331",".292","","84","-1.6","-8.1","-1.0","0.3","10556"
"Luke Williams","- - -","30","47","0","8","4","3","8.5%","29.8%",".047",".345",".233",".298",".279",".263","","70","0.9","-0.8","2.0","0.3","19931"
"Nelson Cruz","WSN","72","302","8","36","45","2","10.9%","21.9%",".136",".302",".249",".333",".385",".318","","102","-0.5","0.1","-7.8","0.3","2434"
"Riley Greene","DET","10","43","0","7","2","1","18.6%","14.0%",".029",".345",".286",".419",".314",".343","","126","0.3","1.5","-0.1","0.3","25976"
"Jordan Luplow","ARI","46","132","10","20","20","4","10.6%","29.5%",".281",".121",".158",".265",".439",".303","","91","0.8","-0.7","-1.1","0.3","16424"
"Daniel Vogelbach","PIT","60","220","10","24","24","0","13.6%","24.1%",".212",".252",".222",".327",".434",".332","","113","-1.9","1.6","-6.5","0.3","14130"
"Keston Hiura","MIL","36","119","6","16","14","3","10.9%","46.2%",".188",".375",".208",".328",".396",".325","","106","0.5","1.4","-2.8","0.3","20003"
"Cam Gallagher","KCR","11","27","0","1","5","0","7.4%","25.9%",".167",".412",".292",".346",".458",".349","","128","0.1","0.9","0.9","0.3","12981"
"Nicky Lopez","KCR","68","236","0","24","6","5","7.2%","14.0%",".052",".263",".222",".289",".274",".257","","63","3.7","-6.2","1.5","0.3","19339"
"Garrett Hampson","COL","33","98","2","15","9","2","11.2%","24.5%",".141",".305",".235",".323",".376",".311","","85","-0.4","-2.2","1.4","0.3","19262"
"Jesus Aguilar","MIA","66","275","9","24","32","0","6.5%","23.6%",".156",".300",".252",".300",".408",".308","","100","-1.8","-1.7","-5.3","0.3","11342"
"Albert Almora Jr.","CIN","40","144","5","17","25","2","2.1%","17.4%",".165",".291",".266",".280",".432",".306","","89","-2.0","-3.8","1.2","0.3","14109"
"Lane Thomas","WSN","67","235","8","27","30","1","8.1%","24.7%",".175",".275",".231",".294",".406",".304","","92","0.4","-1.8","-4.0","0.2","16939"
"Willi Castro","DET","51","172","2","19","14","2","2.9%","18.0%",".118",".305",".261",".291",".379",".290","","89","-0.7","-2.9","-0.2","0.2","17338"
"Adam Frazier","SEA","77","315","2","31","21","2","8.9%","11.4%",".071",".247",".223",".293",".293",".264","","75","-0.4","-9.2","1.6","0.2","15223"
"Derek Hill","DET","31","92","1","8","3","3","5.4%","30.4%",".060",".327",".229",".270",".289",".249","","59","0.7","-3.5","2.8","0.2","16947"
"Joe Dunand","MIA","3","11","1","2","1","0","0.0%","27.3%",".400",".333",".300",".364",".700",".449","","195","0.1","1.3","0.5","0.2","19727"
"Sam Huff","TEX","27","75","1","4","5","1","5.3%","28.0%",".070",".388",".282",".320",".352",".299","","96","0.1","-0.3","0.1","0.2","22209"
"Nick Maton","PHI","2","7","1","2","4","0","14.3%","14.3%",".833",".500",".500",".571","1.333",".749","","391","0.1","2.5","-0.6","0.2","21635"
"Nick Gordon","MIN","60","175","3","18","11","3","4.0%","24.0%",".129",".331",".258",".301",".387",".301","","96","-0.4","-1.1","-2.2","0.2","16337"
"Joey Bart","SFG","36","108","4","12","7","1","13.9%","45.4%",".144",".270",".156",".296",".300",".278","","79","-1.9","-4.6","2.9","0.2","21524"
"Sam Haggerty","SEA","15","24","0","4","2","2","0.0%","20.8%",".136",".353",".273",".333",".409",".328","","120","0.2","0.8","0.6","0.2","18054"
"Mitch Garver","TEX","45","180","8","18","18","1","10.6%","25.6%",".190",".236",".209",".294",".399",".304","","100","-0.2","-0.3","-3.3","0.2","15161"
"Yadiel Hernandez","WSN","58","211","5","19","31","2","6.2%","22.7%",".143",".338",".276",".318",".418",".320","","103","-3.3","-2.6","-2.7","0.2","19334"
"Donovan Solano","CIN","6","27","0","3","3","0","3.7%","25.9%",".200",".444",".320",".370",".520",".384","","142","0.0","1.3","-0.3","0.2","8623"
"Kyle Higashioka","NYY","42","125","4","14","12","0","4.8%","22.4%",".140",".179",".167",".211",".307",".227","","44","0.7","-7.1","5.2","0.2","5517"
"Luis Urias","MIL","50","207","8","25","24","1","10.6%","23.2%",".161",".246",".217",".309",".378",".305","","93","-0.5","-2.2","-3.1","0.2","16622"
"Sheldon Neuse","OAK","59","218","2","19","19","6","6.9%","26.1%",".065",".331",".244",".303",".308",".276","","82","1.4","-2.9","-2.0","0.2","19635"
"Nelson Velazquez","CHC","10","26","0","3","2","0","11.5%","30.8%",".087",".467",".304",".385",".391",".347","","121","0.0","0.6","0.3","0.2","23359"
"Hunter Dozier","KCR","66","267","7","32","22","2","7.9%","23.2%",".160",".310",".251",".318",".412",".321","","108","-2.8","-0.3","-6.1","0.2","15117"
"Edmundo Sosa","STL","42","97","0","16","5","2","2.1%","23.7%",".087",".275",".207",".247",".293",".240","","55","0.9","-4.4","2.7","0.2","17022"
"Zack Collins","TOR","23","73","4","7","10","0","8.2%","39.7%",".242",".303",".212",".288",".455",".322","","107","0.1","0.7","-1.3","0.2","19181"
"Yan Gomes","CHC","39","133","3","10","9","0","1.5%","17.3%",".115",".260",".231",".248",".346",".259","","62","-0.7","-6.6","3.6","0.2","9627"
"James McCann","NYM","24","76","1","6","7","1","3.9%","18.4%",".075",".204",".179",".250",".254",".230","","51","-0.1","-4.5","3.5","0.2","12859"
"Daz Cameron","DET","18","61","1","5","8","2","6.6%","29.5%",".143",".324",".232",".295",".375",".295","","92","1.0","0.5","-0.8","0.2","18353"
"Bligh Madris","PIT","10","39","1","5","6","1","0.0%","23.1%",".179",".379",".308",".308",".487",".341","","119","0.2","1.1","-0.9","0.2","20054"
"Meibrys Viloria","TEX","2","5","0","0","0","0","20.0%","20.0%",".000",".667",".500",".600",".500",".492","","233","0.0","0.7","0.7","0.2","17109"
"Luis Barrera","OAK","32","85","1","3","7","3","7.1%","20.0%",".104",".283",".234",".294",".338",".281","","86","-0.9","-2.2","0.9","0.1","19615"
"Enrique Hernandez","BOS","51","238","4","27","24","0","7.6%","16.0%",".130",".233",".209",".273",".340",".271","","70","-0.4","-8.4","2.2","0.1","10472"
"Darick Hall","PHI","2","9","2","2","3","0","0.0%","22.2%",".667",".000",".222",".222",".889",".459","","196","0.0","1.0","-0.2","0.1","19717"
"Jake Lamb","LAD","3","6","0","2","0","0","16.7%","50.0%",".400","1.000",".400",".500",".800",".529","","247","0.0","1.0","-0.2","0.1","13329"
"Narciso Crook","CHC","1","3","0","1","1","0","0.0%","0.0%",".333",".667",".667",".667","1.000",".715","","368","0.0","1.0","0.0","0.1","17473"
"Gosuke Katoh","TOR","8","11","0","2","0","0","27.3%","9.1%",".143",".167",".143",".400",".286",".333","","115","0.2","0.4","0.3","0.1","15697"
"Mike Zunino","TBR","36","123","5","7","16","0","4.9%","37.4%",".157",".185",".148",".195",".304",".219","","44","0.0","-7.8","4.9","0.1","13265"
"Leody Taveras","TEX","15","40","1","5","3","1","5.0%","20.0%",".105",".345",".289",".325",".395",".317","","108","-0.5","-0.1","-0.1","0.1","18900"
"LaMonte Wade Jr.","SFG","11","37","1","4","5","0","13.5%","16.2%",".100",".250",".233",".351",".333",".312","","102","0.5","0.6","-1.0","0.1","18126"
"Andrew McCutchen","MIL","63","274","7","31","32","5","8.4%","18.6%",".130",".289",".252",".321",".382",".311","","97","-1.9","-2.8","-5.8","0.1","9847"
